Array,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4
FGFR3_641_653,0,0,2,0,1,1,0,-1,3,1,-1,1,0,2,0,-2,-1,0,0,2,0,-2,1,1,-1,0,1,1,2,3,1,1,2,0,1,1,1,1,2,1,2,2,0,0,7,0,0,3,-1,2,3,-1,1,2,-1,2,2,1,0,2,2,0,6,0,-1,2,8,5,0,-1,1,0,-1,1,-1,0,0,-2,1,-1,1,1,-2,0,0,1,-1,1,2,0,-1,1,0,2,1,0,2,2,1,1,3,0,2,1,-1,-1,0,-1,0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,2,0,3,1,1,1,2,2,5,9,15,-1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,-1,1,0,0,-1,1,1,1,2,1,1,1,0,1,1,1,1,-2,0,0,0,-1,0,1,-1,1,-2,1,2,3,1,0,3,1,0,2,1,1,-3,1,-1,2,1,1,2,-1,2,1,0,-1,3,3,4,0,-1,0,-1,-2,0,0,-1,0,1,-1,0,1,0,-4,0,1,-2,0,0,0,-1,2,1,0,0,0,-1,-1,-1,-1,2,-2,1,0,1,1,-1,0,-1,0,0,1,0,-1,-2,1,0,0,-2,2,1,1,2,0,-1,-1,-1,-2,1,0,-1,3,-1,0,0,-3,-5
41_654_666,-1,1,1,2,3,7,3,8,11,5,10,22,6,12,31,8,19,37,9,22,45,10,25,51,10,34,57,13,31,67,15,37,70,16,42,82,15,43,88,15,48,84,16,47,92,22,52,103,18,55,107,22,57,119,23,57,125,23,64,128,24,63,141,10,23,64,118,242,0,1,2,0,1,3,1,5,6,0,6,8,3,6,12,1,6,16,4,6,16,5,13,20,4,10,22,5,11,25,5,13,23,7,15,30,5,17,31,8,18,32,8,17,38,10,15,43,7,24,43,8,19,40,10,24,52,10,24,42,14,27,53,4,10,31,61,94,0,0,0,0,0,3,1,3,3,0,3,0,0,3,5,0,3,7,2,6,9,2,5,11,5,6,12,2,7,14,1,8,11,5,9,15,4,7,19,4,9,24,5,15,22,5,13,21,4,12,25,6,13,27,6,12,21,6,14,28,6,16,31,3,6,16,31,62,0,0,0,1,0,4,1,0,1,2,2,10,2,5,12,3,11,19,4,8,22,4,13,26,6,13,30,7,18,34,7,20,39,8,22,45,9,20,45,11,29,53,11,25,49,9,29,53,10,33,66,13,35,70,12,33,63,14,34,79,16,40,80,8,13,40,77,176
TYRO3_679_691,1,2,4,1,4,7,1,6,11,5,7,13,4,8,14,2,6,13,4,11,16,4,11,20,1,9,18,3,8,21,5,9,19,4,10,20,4,8,22,5,11,23,6,12,22,5,11,22,3,10,28,6,11,23,4,12,25,4,14,25,5,14,27,4,5,10,29,58,0,0,2,3,2,8,2,2,6,1,2,5,1,4,7,2,2,8,2,4,6,2,4,10,3,6,8,1,4,9,3,5,9,2,6,7,1,5,10,4,3,9,2,5,9,1,4,8,2,5,9,3,4,11,2,7,12,1,7,14,3,5,12,1,3,7,10,19,-1,2,4,1,2,4,0,3,6,-1,3,7,3,3,7,1,3,4,2,3,4,1,0,6,2,1,3,2,3,5,0,2,3,1,2,5,0,3,5,1,7,6,1,6,7,2,5,5,0,3,8,0,3,9,3,5,6,0,5,8,2,4,5,1,-1,3,5,13,-1,1,1,0,4,3,2,3,10,3,3,8,2,4,7,4,3,9,2,5,9,3,5,10,2,4,11,3,7,9,2,6,12,2,7,12,3,6,13,3,4,14,3,7,12,4,5,15,3,9,15,3,7,13,4,9,20,5,7,17,0,7,15,2,5,11,19,33
RET_680_692,2,2,-1,-2,0,-1,0,3,-1,0,-1,-1,0,-1,0,1,2,-1,-1,1,0,0,1,-1,-2,0,0,0,-1,1,1,2,0,2,2,-1,0,1,0,0,-2,2,1,2,1,0,1,-2,0,1,1,-1,0,-1,0,1,2,1,1,0,0,2,0,-1,0,-2,-1,2,-1,-2,-3,1,-2,-3,-1,-1,-2,-1,-1,-2,0,-2,-4,-2,0,0,1,-1,-1,-1,-1,-3,-2,-1,1,-1,-1,0,1,-1,-1,0,2,-1,0,1,0,-1,0,-2,1,0,-3,-1,0,1,-1,0,-1,0,1,1,1,-1,0,0,2,-2,2,0,0,0,-1,0,3,4,-1,0,-2,-1,-2,-2,-1,-2,-4,0,-2,-3,0,-1,-2,0,-2,-1,-1,-2,1,0,-1,-2,1,0,-1,-1,-2,-1,0,0,-3,1,1,0,-1,1,2,1,0,-1,-1,-1,-3,-1,0,-1,0,-3,-2,-1,-2,-1,-3,-1,-2,1,0,-1,0,0,-1,-2,0,0,-3,-2,0,-1,0,1,1,-2,0,0,-2,0,-1,-3,0,-1,-1,0,-2,-1,-1,0,-1,-2,-1,0,-1,-4,-2,-1,0,-2,-2,0,-1,-1,0,-1,0,1,-4,-1,-2,-2,-1,-1,-4,0,-2,-1,0,-3,-5,0,1,-1,0,1,-2,1,-1,0,2,0,-1,0,0,-2,0,-4
STAT2_684_696,1,2,3,0,2,5,1,3,2,2,2,4,1,2,2,1,1,4,1,-1,1,1,3,3,0,2,1,0,0,0,0,2,1,0,1,1,0,-1,1,0,1,0,0,0,1,1,-2,2,0,0,-1,0,0,0,0,0,-1,1,-1,-1,1,0,-1,0,-1,0,1,-3,1,1,3,1,4,5,1,2,2,-1,1,1,0,0,2,0,1,1,0,2,-1,0,-1,2,-1,-2,-1,-1,0,1,-1,-1,1,-1,1,-1,0,0,0,0,1,-3,-1,1,0,0,-1,-1,1,-1,-2,-2,0,0,-1,0,1,0,-1,0,0,2,-3,1,0,-2,-2,-5,1,1,2,1,3,-4,0,4,-2,0,2,3,-1,-2,0,0,1,0,0,1,1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,-1,0,-1,0,1,-1,-2,-1,2,-1,2,-1,-1,-2,1,0,-1,-2,1,-1,0,-1,-1,2,1,0,0,1,0,-2,0,2,-1,-3,0,1,1,0,3,2,1,0,3,1,0,4,1,2,-1,0,2,1,0,0,3,-1,-2,1,1,0,1,1,0,1,0,0,2,1,0,0,-1,1,-2,0,1,0,1,0,-2,0,-1,-1,0,0,1,0,-1,1,-2,-1,0,-1,-2,-1,0,-1,0,-1,0,-2,-1,1
STAT4_686_698,0,0,0,-1,-2,-2,0,0,0,0,0,0,0,-3,-1,0,-1,-1,0,1,-1,1,1,1,0,0,0,-1,1,0,1,2,2,0,0,1,-2,1,-1,-1,2,0,0,2,3,0,-1,0,0,1,-1,1,2,0,-1,1,0,1,-1,0,0,2,-2,0,0,1,-2,1,1,-1,2,-1,0,0,-1,-1,-1,-2,-3,0,0,0,0,0,-1,-1,0,1,1,1,0,1,-1,0,0,-1,0,2,1,1,-4,1,-1,-1,1,-1,-1,0,0,0,0,0,0,1,0,-1,0,-1,1,-1,0,1,2,0,0,-2,0,1,-1,-1,-1,-1,0,-1,1,0,1,0,2,-1,1,2,0,0,0,0,1,-1,-1,2,-1,-1,-1,1,-1,-1,2,0,0,1,0,2,-2,-1,-1,1,0,-1,-1,0,2,1,1,1,4,0,1,1,0,2,0,1,2,3,0,1,1,-1,0,2,1,0,0,1,2,0,-1,2,1,-1,0,0,1,2,0,0,2,0,0,2,1,0,1,1,0,1,0,-2,0,0,0,0,-1,0,1,-1,-1,-1,1,1,0,1,0,-1,-1,0,-1,0,1,0,-2,2,1,0,0,2,-1,2,0,1,0,4,0,1,0,0,1,1,-1,1,2,0,2,3,0,2,1,0,0,1,-1,3
STA5A_687_699,-1,0,0,-1,-1,-1,0,-1,-1,0,0,0,0,-1,0,-3,0,0,-1,0,-3,-2,-3,0,-2,-1,-3,-2,-1,-2,0,-1,0,0,0,-3,-1,-1,-1,-1,-4,-2,-2,0,-3,-1,0,-2,-1,-4,-5,0,-1,-2,-2,-1,-3,0,-2,-4,1,-1,-3,-1,1,-1,-3,-9,-1,-2,-1,0,0,-1,-1,1,-1,1,-1,-3,-2,-1,-3,-1,-1,-3,-1,-1,-1,0,-2,-3,-2,-3,-1,0,-2,-3,0,-1,-2,-2,-3,-1,-2,-2,-2,-1,-2,-3,-2,-2,-1,-1,-2,-4,-1,-2,-2,-2,1,-3,0,-3,-2,-1,-2,-3,1,-2,-3,-1,0,-4,-2,-7,-1,-2,-1,0,-1,-2,0,-2,-1,0,-1,-1,-2,1,-3,-1,-2,-2,-1,-2,-2,-2,-1,-2,1,-2,0,0,-1,-1,0,-2,0,-1,1,-1,-1,0,-3,0,-3,-3,-1,1,-1,1,-1,0,0,-2,1,0,0,0,0,-1,0,0,-1,0,-1,0,-2,0,0,-1,-1,-2,1,0,-1,-2,-1,-1,-1,-2,0,0,0,0,0,-1,0,0,-1,1,0,0,-2,-1,1,-1,0,1,-1,-1,0,-2,1,-1,-1,-1,0,-3,0,0,-1,-1,1,1,1,0,0,-1,1,0,1,-2,-2,1,-3,-3,0,-1,-3,0,-12,0,-1,1,-2,0,-1,-2,-2,-3
DCX_67_79,1,1,3,1,3,2,2,2,3,3,0,5,2,3,8,2,2,6,1,2,9,1,2,5,3,4,9,2,3,7,0,3,7,2,3,7,3,3,6,3,3,8,1,3,5,2,4,9,2,4,9,1,5,8,2,5,7,0,5,7,1,5,10,2,2,5,8,19,2,0,1,1,-1,3,0,0,3,0,0,2,1,0,1,0,1,4,0,2,0,1,1,3,2,1,1,0,1,4,0,0,2,1,1,4,-2,1,2,1,2,2,-1,0,2,0,0,2,0,-1,2,-1,1,-1,2,2,3,0,3,6,1,1,2,0,2,1,3,5,0,0,1,-1,1,1,0,-1,1,1,1,2,0,1,2,1,-1,3,-1,2,1,1,-1,1,0,-1,0,1,1,-1,0,2,-1,1,-1,0,1,-1,1,1,1,1,0,0,0,-1,2,2,0,-1,1,1,0,3,0,0,1,0,2,0,0,-1,4,1,0,-1,-1,1,1,0,1,0,1,2,0,0,0,0,0,1,1,3,1,0,3,3,1,0,3,1,1,5,0,2,5,1,1,4,0,1,5,1,3,6,1,3,7,1,1,2,0,1,4,1,4,7,0,3,6,-2,1,6,1,2,2,2,5,6,2,2,4,-1,0,3,9,11
CBL_693_705,1,1,-1,1,-2,-1,-1,-1,-1,1,1,-1,-1,2,1,2,1,4,0,0,3,2,0,6,1,3,5,0,5,6,1,4,8,2,4,10,2,6,11,2,7,13,4,7,12,2,6,14,4,8,12,4,8,18,3,10,18,4,10,20,4,10,19,2,4,9,18,36,1,1,0,0,-1,-1,-1,-1,-3,0,-2,-3,0,-2,-2,-1,0,-1,1,1,1,0,-1,0,1,0,1,-2,1,3,-1,1,3,1,-1,5,1,1,2,0,3,5,2,2,6,1,4,3,0,3,8,2,2,10,1,3,8,3,3,7,2,1,8,1,1,5,10,17,0,0,-1,0,0,1,0,-1,-2,0,1,-2,1,-1,-1,-2,0,0,2,0,1,1,0,2,0,1,3,-1,1,2,0,1,-1,-2,2,5,1,4,4,-1,5,5,1,1,3,0,-1,4,0,3,6,2,1,4,-1,4,5,2,3,4,0,3,4,1,2,3,8,14,-1,0,-1,-1,-1,-1,-1,-2,0,0,0,-1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,2,5,1,2,5,1,2,4,1,2,3,1,3,7,2,3,8,2,5,6,3,5,9,1,5,9,1,5,9,1,7,10,3,7,12,4,4,15,1,2,7,11,23
STAT1_694_706,1,0,1,0,-1,-2,0,-1,0,-1,0,-1,0,0,-2,0,0,-2,-1,0,-3,1,-1,-3,-1,-1,-1,2,1,-2,-1,0,-3,0,0,-2,-1,0,-2,0,1,0,1,-1,-2,0,-4,-3,0,-2,-2,-1,-1,-1,1,-1,-2,-1,0,0,-1,0,-2,1,1,-1,-1,-5,-1,1,0,0,1,0,0,1,-2,0,1,-1,0,0,-3,0,0,1,0,-1,-1,0,1,-2,-2,0,-2,0,0,-1,1,-1,-1,0,0,-3,1,0,-1,0,0,-1,-2,0,-2,0,-1,-1,-1,0,-1,0,0,2,0,0,-2,-1,-1,-3,-1,1,0,0,-1,0,0,-4,0,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-2,-1,-1,-1,0,0,-1,0,1,2,0,0,0,0,1,-1,-1,0,0,-2,-2,0,0,1,-1,0,-1,1,1,0,-1,-3,0,1,1,0,1,-1,0,-1,-1,-1,-1,0,1,0,1,0,-1,2,-1,0,1,-2,1,2,0,1,1,-1,1,-1,2,0,-1,0,1,1,-2,1,0,0,-1,0,-1,0,-3,0,0,0,0,0,0,0,-1,-1,-1,-3,0,1,-2,0,-1,3,0,-1,0,0,0,-1,1,1,0,0,-1,0,-1,0,0,-1,1,0,0,-1,2,-1,0,-1,0,0,0,-1,0
NTRK2_696_708,-2,2,0,1,2,2,0,1,3,0,2,4,1,4,5,1,3,8,0,5,8,0,5,9,2,4,11,1,5,10,2,6,12,3,6,11,3,7,12,2,10,14,3,7,14,3,7,15,5,7,16,4,10,16,2,9,19,3,9,18,3,8,21,2,5,10,21,43,0,0,2,0,-1,0,-1,0,0,1,2,0,0,0,4,0,2,2,2,2,2,2,2,4,2,2,4,1,1,4,2,4,2,1,1,6,2,2,6,2,0,5,1,3,8,0,5,6,1,4,7,1,3,6,1,5,8,3,5,10,2,4,6,1,-1,3,6,21,-1,0,-1,0,0,2,1,-1,1,2,1,2,1,0,0,1,-1,1,2,1,3,1,-2,3,0,0,4,1,1,5,-1,2,1,2,1,3,1,3,1,1,0,5,1,3,2,1,3,2,1,4,7,3,4,6,1,2,3,1,4,8,1,5,5,0,1,3,5,12,0,0,1,0,2,1,-1,1,0,0,0,2,0,2,3,0,0,5,2,4,6,1,2,3,1,2,3,2,2,6,2,3,7,2,5,7,2,4,7,1,4,10,2,5,10,2,6,10,2,6,10,2,4,11,1,7,11,2,5,10,3,7,10,2,2,5,11,18
STAT3_698_710,1,1,-1,1,2,2,1,-2,-1,0,0,1,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,-1,-2,0,-1,-1,1,0,0,0,1,0,0,0,-3,1,0,-1,-1,-1,1,0,-3,-1,0,0,-1,2,-2,-2,-1,-2,-2,1,-1,-3,0,0,-2,0,0,0,0,-7,0,1,2,-1,1,0,0,-2,0,0,0,0,-2,0,-2,-1,-2,0,0,-2,-1,-1,-1,-2,0,0,0,0,0,-1,0,-1,-1,0,3,-2,-1,1,-2,-2,0,-3,0,-1,0,1,1,0,1,-1,-2,0,0,-1,-1,-1,0,0,-1,-1,0,0,-1,0,0,1,-1,-4,1,-1,-1,-1,-2,0,-1,0,-2,0,-1,-1,-1,-2,-2,0,-2,-1,-1,-2,-2,0,1,0,-1,-3,-1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-3,0,-1,-3,0,1,-3,0,-2,-2,-1,0,-3,0,-2,-3,0,0,0,-1,-2,-1,0,0,-1,-3,-6,0,0,2,-1,0,2,0,-1,-1,1,-1,1,1,-1,4,1,2,-1,1,1,2,0,1,1,-2,2,0,0,-1,2,1,0,0,0,-1,2,-1,2,2,-1,0,-1,1,0,0,1,0,0,-2,1,-1,-2,1,-2,0,-1,1,0,-1,-2,0,-1,0,1,-1,0,-1,-1
PECA1_706_718,1,2,1,3,3,9,5,9,18,6,16,26,9,19,42,10,27,50,14,30,67,15,41,75,17,44,82,18,48,95,20,52,108,22,61,122,24,66,136,27,73,149,33,77,154,32,87,168,36,85,176,37,92,187,40,97,195,41,105,210,42,109,218,22,49,121,245,479,2,0,2,0,1,4,2,1,7,2,5,9,2,7,12,3,6,15,5,11,20,4,12,22,6,11,24,6,15,32,6,17,35,7,19,39,7,23,44,10,23,44,11,24,53,12,25,52,10,30,60,14,36,64,13,33,68,13,34,70,16,37,75,7,14,34,68,143,1,2,1,-1,1,3,0,2,3,0,2,6,2,1,6,1,2,10,1,5,9,2,6,9,5,4,17,2,8,15,5,7,17,4,10,18,2,9,19,6,11,21,7,15,24,3,10,25,5,16,30,6,16,31,6,18,34,9,22,38,8,20,38,4,11,24,47,95,0,1,1,-1,1,3,2,3,4,2,5,8,2,6,13,5,9,20,6,15,24,7,15,30,9,17,33,7,21,41,8,25,48,10,25,54,12,28,63,15,32,68,15,35,74,15,41,80,17,40,84,18,42,96,23,47,99,20,50,107,25,57,115,13,29,61,132,260
PECA1_708_718,1,1,1,4,7,19,8,20,39,11,32,66,20,47,96,21,61,125,30,76,153,36,92,187,42,110,214,50,124,248,55,141,282,62,153,314,69,171,344,77,185,377,79,201,406,86,223,432,90,233,466,99,245,493,106,256,519,113,278,552,116,289,567,65,130,315,630,1242,0,-1,1,1,3,6,2,4,10,2,9,18,5,14,25,8,16,36,8,21,43,10,24,49,11,28,63,12,32,68,16,37,78,19,43,86,18,45,97,22,56,108,24,58,117,25,63,127,28,69,140,30,73,144,32,78,158,34,83,169,34,91,173,21,46,111,226,443,-1,1,1,1,2,0,1,2,8,2,5,8,3,7,12,4,10,15,1,8,20,7,13,30,4,17,32,7,16,36,10,14,41,8,22,46,10,26,49,11,30,58,11,32,60,15,33,68,16,36,77,16,40,84,16,43,92,18,45,98,21,53,107,11,20,49,103,209,0,1,1,1,3,3,2,5,13,5,7,24,6,19,35,8,26,49,12,31,66,13,42,85,18,49,103,23,59,111,27,68,139,30,78,159,33,85,183,39,93,199,42,108,219,43,115,241,49,130,260,51,136,278,60,149,304,62,162,323,65,163,338,26,54,135,267,543
FES_706_718,2,-1,-1,0,2,5,3,10,17,6,14,27,8,21,39,10,26,48,12,30,60,14,35,73,18,43,83,17,49,99,19,53,109,24,59,120,26,65,129,27,69,143,29,78,152,34,81,159,35,85,172,36,92,182,39,97,193,41,104,202,43,109,215,24,51,119,230,467,0,0,-1,0,2,0,0,0,3,0,2,7,3,5,12,1,6,15,5,9,15,4,10,23,3,13,24,6,14,29,5,16,32,7,16,35,5,19,38,10,22,45,9,24,50,11,22,54,10,25,57,10,30,61,12,29,63,13,34,69,14,33,74,7,13,33,65,143,0,-1,1,0,0,1,1,0,0,2,4,5,1,3,5,0,3,8,-2,0,12,4,5,9,3,5,15,4,7,17,4,8,18,5,9,22,5,13,24,5,9,26,6,12,29,6,16,32,3,17,33,7,17,36,6,17,35,8,19,43,8,23,42,6,13,26,55,108,-1,0,0,-1,2,2,1,2,5,2,6,11,4,9,17,4,11,20,5,13,30,5,19,36,8,17,38,12,23,48,12,30,55,14,27,66,13,36,72,17,37,77,14,40,86,18,47,94,21,48,103,21,53,109,24,57,115,24,62,125,26,66,133,14,31,77,151,309
FER_707_719,1,-1,0,1,2,1,0,5,10,3,7,13,4,11,20,4,14,28,7,15,32,7,18,36,7,17,42,9,23,48,10,26,52,11,26,59,11,32,65,14,32,69,15,39,72,16,39,77,17,42,82,17,42,87,17,48,92,18,48,94,20,48,101,11,24,60,113,232,-1,0,0,-1,1,2,1,1,2,2,0,3,1,2,7,1,4,8,3,4,13,3,5,14,2,8,13,4,7,17,4,8,21,4,8,21,4,9,24,7,14,24,6,14,27,6,14,28,6,16,31,7,17,36,6,16,38,0,19,37,8,16,34,4,9,20,37,74,-1,0,2,0,0,2,-1,0,1,0,1,1,1,-2,3,0,2,4,1,4,4,0,3,6,1,2,6,2,4,8,3,4,9,5,6,13,2,5,14,3,10,12,1,6,16,2,9,19,2,8,20,2,10,19,4,7,22,5,11,25,5,11,24,2,5,14,26,50,1,1,1,0,1,3,0,1,5,1,1,5,2,3,7,3,3,12,1,7,15,4,8,17,3,12,20,5,12,24,5,12,27,6,16,30,7,17,36,8,18,43,9,20,41,8,20,47,9,24,47,8,24,50,12,27,57,10,28,62,13,33,62,6,11,30,62,122
PGFRB_709_721,0,1,1,-1,0,2,1,0,3,2,2,4,2,4,7,1,4,8,1,6,7,2,7,10,2,6,16,3,12,15,3,11,17,5,4,22,4,9,19,5,11,20,5,12,25,4,11,27,5,14,26,6,12,27,7,17,30,6,17,33,6,16,33,3,3,19,38,71,0,1,0,-1,-1,0,-1,1,-1,0,-1,1,1,0,-1,1,2,3,1,3,3,2,2,3,2,3,4,0,3,5,2,4,8,2,5,7,2,3,7,2,3,8,0,7,11,3,7,11,1,5,10,5,7,14,3,7,11,3,8,13,4,5,13,2,4,8,16,28,0,0,-1,-1,-1,-2,0,1,0,1,0,1,1,0,0,0,2,1,1,2,2,0,2,3,1,0,0,1,2,2,2,0,5,2,0,5,1,3,4,2,5,7,2,3,7,2,1,5,1,2,8,1,3,5,0,4,7,0,3,8,2,5,8,0,4,6,9,19,0,1,1,-1,0,0,0,-1,1,1,0,2,2,1,3,0,0,5,3,2,5,1,4,7,1,4,8,1,3,7,1,5,9,3,5,14,3,6,14,3,4,16,2,7,10,3,8,16,3,9,13,4,6,20,4,8,19,4,9,18,5,9,21,2,5,11,18,42
STAT4_714_726,-2,0,1,-2,0,-1,1,-1,-2,0,-1,2,-1,1,-1,0,1,1,1,0,3,1,2,4,0,3,2,0,2,4,1,3,8,1,3,5,2,3,5,2,2,8,-1,5,7,1,2,8,0,5,8,3,6,11,3,6,11,3,6,10,2,7,12,2,3,4,13,29,1,0,-1,-1,1,-3,-2,-3,-3,1,-2,-3,-1,-1,0,1,0,-2,-2,0,-1,0,-1,-1,0,0,-1,0,2,2,1,1,-2,0,2,3,1,1,3,0,2,2,1,1,0,1,2,3,1,3,2,-1,1,3,0,2,2,2,1,3,1,1,4,2,2,1,9,15,1,-2,1,0,-1,-1,0,-1,-1,-2,0,-2,-2,-1,-1,1,1,-1,0,-1,-2,-1,0,-1,1,-1,-3,0,1,2,0,0,1,-1,1,3,-1,2,3,0,2,1,-2,0,2,1,1,2,-1,2,2,-1,2,4,0,0,2,-1,1,1,1,2,3,1,2,4,5,12,1,1,-1,1,0,-1,0,-2,0,0,0,-2,0,0,1,1,1,-1,0,1,0,0,-1,1,-1,0,-1,0,1,0,0,0,3,0,4,4,1,0,4,1,1,3,0,4,1,2,1,1,0,2,6,2,4,6,2,2,9,3,1,8,1,4,8,1,0,3,7,15
FGFR3_753_765,0,-1,-1,0,1,-1,0,-1,2,0,0,5,3,3,5,1,3,11,2,7,10,2,7,12,4,9,18,6,12,20,5,13,27,4,5,29,6,14,33,6,16,35,8,15,37,6,18,38,8,17,38,9,20,42,8,22,43,10,21,47,10,22,49,5,11,21,50,110,0,-1,0,0,0,-2,1,-3,-2,0,0,1,-1,2,1,-1,1,3,2,3,5,-2,2,7,2,3,7,2,3,9,0,4,10,0,6,9,3,4,8,4,5,11,2,5,14,3,7,13,4,7,15,4,7,13,3,7,19,2,8,13,4,10,20,2,4,10,18,33,0,0,-2,1,0,-2,0,0,-3,0,-1,1,1,-1,1,-1,1,1,0,0,3,1,2,3,0,1,3,1,1,5,1,2,5,2,5,8,1,4,6,3,2,6,0,4,8,-2,4,12,2,7,9,2,6,10,3,6,11,2,5,14,3,7,11,2,4,8,19,31,0,-1,-1,0,-2,-3,1,-1,0,0,2,-3,0,1,1,1,1,4,3,2,6,1,3,6,1,5,11,4,6,12,4,8,14,5,7,13,3,9,15,3,12,23,5,8,21,4,10,28,5,11,25,4,14,27,5,13,27,4,14,26,6,14,31,2,8,17,36,64
FGFR1_761_773,2,0,-1,0,-2,-1,-2,-2,-1,-2,0,-4,-1,0,0,0,2,1,1,1,-1,-1,-2,0,1,0,2,2,0,2,2,1,3,0,3,1,1,2,3,0,3,3,1,2,3,1,1,6,2,2,7,1,0,4,2,2,7,1,2,7,1,2,7,1,1,5,6,12,-1,-1,0,-2,0,-1,-1,0,-2,0,-1,-1,1,-1,-2,0,0,-1,-2,1,-1,0,1,0,0,-1,-2,-1,0,1,1,-1,1,0,0,1,0,1,-1,1,0,3,0,0,2,0,-2,3,1,0,1,0,1,4,1,2,2,0,1,0,1,1,5,-1,1,3,4,6,0,-2,1,0,0,-4,0,0,1,-2,-1,-3,-1,0,-1,0,0,-1,0,0,1,1,0,0,-1,1,1,0,2,1,1,-1,-1,-1,0,0,1,0,-3,-1,1,-2,1,-1,0,0,2,1,0,1,1,1,1,1,0,1,5,0,2,2,1,0,1,1,1,1,4,14,-2,0,-1,0,-2,0,0,1,0,0,0,0,1,1,0,-2,0,-1,0,1,-1,0,0,3,0,0,1,-1,1,4,0,-1,0,0,0,2,1,1,-1,1,3,3,1,3,5,0,3,5,0,3,3,2,0,6,3,5,5,3,2,7,2,1,6,0,1,2,1,14
FGFR2_762_774,0,1,0,1,0,1,1,-1,1,-1,1,-2,1,3,7,2,2,6,2,3,7,0,0,8,1,5,10,3,6,12,4,5,15,3,8,12,3,8,14,5,8,15,3,9,19,2,10,18,5,8,20,4,8,23,5,11,22,6,11,22,5,16,23,2,5,13,24,54,1,-1,0,-1,-1,0,0,0,-1,-2,2,-2,0,0,0,2,0,-1,2,0,2,1,0,4,0,2,2,1,2,4,1,2,3,0,3,5,0,4,4,2,4,6,0,4,8,2,1,8,-1,2,6,0,3,10,1,1,7,2,6,8,2,4,8,1,1,4,11,22,0,1,0,1,-1,-1,-1,0,-1,-1,0,-1,0,1,0,0,0,0,0,2,1,1,1,3,1,2,3,1,1,3,0,3,7,1,1,4,0,2,6,1,3,6,2,2,5,1,1,8,3,1,4,0,2,8,3,2,11,1,2,6,1,5,5,1,2,6,13,20,0,1,0,1,0,0,1,1,2,0,2,0,1,-1,2,1,2,3,0,1,6,1,3,6,0,2,5,2,6,7,2,5,7,3,4,7,1,4,10,3,4,9,4,6,14,0,8,11,2,6,12,1,8,14,2,10,15,2,9,15,4,6,18,4,3,9,19,40
