name,X,Y
ENOG_37_49,-0.0022606379897635314,0.3576000310343637
RASA1_453_465,-0.4335582050139278,0.24077147249109948
ZAP70_485_497,-0.4542140491309147,-0.06922704381464495
TEC_512_524,-0.42914457704521336,0.12538534721269773
PTN6_531_541,-0.01932036409744604,0.46851206345564583
PTN6_558_570,-0.18273184007833462,0.42597281116585056
FAK1_569_581,-0.2934381102568703,0.41090119342236686
JAK2_563_577,-0.4599590176875166,0.001583176313839119
FAK2_572_584,-0.31951358522399526,0.3961671252956118
PGFRB_572_584,0.08941476151512621,0.3988797624348964
PTN11_580_590,-0.3904000180250261,-0.13103231217683559
P85A_600_612,0.23422896203874924,0.24778362662252584
EPHA7_607_619,-0.48401952103322254,0.05298878455136868
PTN11_57_67,-0.061235259969378564,0.46936054841247987
K2C6B_53_65,-0.2195491102339403,0.436107075255122
IRS2_626_638,0.1499740784475222,0.3412089213947225
ZBT16_621_633,0.11751783889747393,0.20988486365002423
41_654_666,-0.2723235405073994,0.3674382086745553
TYRO3_679_691,-0.04523120836649032,0.42855638039784716
DCX_67_79,-0.3390127342598005,-0.021815359533892176
STAT1_694_706,-0.07655097438859333,0.1911118571274873
NTRK2_696_708,-0.3046777139425317,0.347437918201063
PECA1_706_718,-0.3989090153866928,0.31200108808026983
PECA1_708_718,0.19354328630831957,0.38015514852313337
FES_706_718,-0.11788021279712234,0.45750317367669563
FER_707_719,-0.3401820436814891,0.34419974259963776
FGFR2_762_774,-0.3668416535484654,0.21617782020091533
PLCG1_764_776,0.1113800617564073,0.4403072040573543
EPHA2_765_777,0.14745266926760184,0.3918654647135708
EPHB1_771_783,-0.4696480195745642,0.16742622231978074
EPHA1_774_786,0.21626190558829186,0.2790957688708144
PRGR_786_798,-0.15820226703079207,0.458329277758431
RB_804_816,0.09868975829559716,0.10244217346242405
CD3Z_77_89,-0.22208668324368583,0.39196962237604344
IRS1_890_902,-0.40323098934517926,-0.006562955550131589
PDPK1_2_14,-0.47579531266501546,0.13899059103883113
KIT_930_942_C942S,-0.46909431333089874,0.09037051892259246
VGFR2_944_956,-0.0755595522290382,0.04255021232176923
JAK3_974_986,-0.4328551056381104,0.04757559968715962
VGFR2_989_1001,-0.0830973930507039,0.4432514470749517
CALM_93_105,-0.6654595594888691,-0.054973719768536336
EGFR_1062_1074,-1.0,-0.2247696926030715
PLCG1_1246_1258,-0.17113652528364084,0.07219145882693404
ERBB3_1283_1295,-0.4207514637344125,-0.2666292800282371
MK14_173_185,-0.19929262466530684,0.025348015843905943
C1R_199_211,-0.34848835921529325,-0.11112790913097823
SRC_524_536,-0.32422504899091886,-0.2818558996172024
FYN_525_537,-0.27160941265036803,-0.11610223243983286
PRGR_545_557,-0.47116747430245065,-0.21194616419172363
EGFR_862_874,-0.19086068460339287,-0.010129016217329806
TNNT1_2_14,-0.6388478985696339,-0.16694871610021503
INSR_992_1004,-0.06756548388627746,0.07453300041633278
CALM_95_107,-0.37742237533567347,0.1611203595513857
PGFRB_1002_1014,-0.4508595739875449,-0.018610126905524202
VGFR1_1040_1052,-0.38664364450907246,0.08780163839295434
TYK2_1048_1060,-0.23084162650720047,-0.26601329602711987
VGFR2_1046_1058,-0.12698929274429288,-0.26619364841479287
VGFR3_1061_1073,-0.08887265188673542,-0.23150438213989552
RBL2_99_111,-0.12383599390019669,0.16748687515223953
EGFR_1103_1115,-0.2833650480956323,-0.19221256616647045
EGFR_1165_1177,-0.15907417189420803,-0.09657494500353286
ERBB4_1181_1193,-0.15293546288685173,0.24368755328787914
EGFR_1190_1202,-0.2978985040031058,0.18289021588700907
CD3Z_116_128,-0.21211392408360402,-0.2854887783307632
CD3Z_117_129,-0.34424241087233715,-0.1954785439755214
ERBB2_1241_1253,-0.1792900290926573,-0.3136005943578216
ERBB4_1277_1289,-0.12708894082974287,0.023573866258310445
RON_1346_1358,-0.2842413971918153,0.24024120009635658
MET_1360_1370_C1361S,-0.05511618569734898,0.14624107193404354
CD3Z_135_147,0.039997882990392,-0.310606476143022
CD3Z_146_158,-0.1341779095452656,0.11667044034869027
CD3Z_147_159,-0.21997397348574285,0.15305236124671526
MK14_177_187,-0.2554720705827288,0.08997693815748443
MK12_178_190,-0.2209673893915869,0.2716919757382941
MK12_180_189_M182B,-0.19861561513896334,0.22112442278070313
MK01_180_192,0.032016199605535686,0.11905405273633798
LAT_194_206,-0.08851268427339463,-0.12838132250250162
MK01_198_210,-0.10590742804883409,0.10264629293295657
MK07_212_224,-0.036575782742683624,0.13086738531393585
CRK_214_226,-0.057284316228530474,-0.15748184847832838
PDCD1_221_229_FS219_220KK,-0.2535553089416955,-0.2132619848163853
ANXA2_17_29,-0.08245167403203565,0.23982332566477718
PP2AB_297_309,0.05979579507733273,0.175083377462932
AKT1_309_321_C310S,0.0014555874177215051,-0.10522952597172622
K2C8_425_437,0.010401140432176883,-0.22954691334935987
B3AT_39_51,-0.2578858065544781,-0.07735826159262282
LYN_501_512,0.02546685443401115,-0.013471739511597346
DDR1_506_518,-0.083291764587586,-0.028968722519415246
KSYK_518_530,-0.30225762135877343,0.15047700508845294
EPHA4_589_601,0.02203412491387814,0.24389502146402303
GAB1_622_632,-0.028524879593503697,-0.01007948158256471
GAB2_638_648,-0.14541824866606048,-0.03658786111766738
CBL_693_705,-0.042533548009313714,-0.23400088381116602
PGFRB_709_721,-0.14035384456402117,-0.319228641195932
STAT4_714_726,0.09458309039808975,-0.02803527731615896
FGFR3_753_765,0.05673141176177134,-0.261044718300158
FGFR1_761_773,-0.14851431377654958,-0.14556991951873177
PGFRB_768_780,-0.17973001276150544,-0.26672029724658314
PGFRB_771_783,-0.07995117759357401,-0.30389584610608605
CTNB1_79_91,-0.04053146354248974,-0.3198171296025959
ERBB2_870_882,-0.019946340248557116,-0.30921267501909266
JAK2_1001_1013,0.07008601920344218,-0.6170063531299732
VGFR1_1162_1174,-0.4070542811315064,-0.20405567010107742
VINC_815_827,-0.03925422265980866,0.17888041963394835
PLCG1_777_789,-0.318317356987422,-0.40654782735296846
STA5A_687_699,0.29121551369509097,0.35554994660670997
VGFR1_1046_1058_Y1048F,0.16859309610158416,-0.5976161734298294
VGFR1_1049_1061,0.18787620232760852,-0.5918306895873408
EGFR_1118_1130,0.20696201245887147,-0.5854235699525729
AMPE_5_17,0.22583033695867039,-0.5784017061427646
VGFR1_1206_1218,-0.6605122396310519,0.3280985678294817
VGFR2_1207_1219_C1208S,0.2627985683563326,-0.5625604328043028
VGFR1_1235_1247,0.2808975671285814,-0.553741389472985
NTRK1_489_501,-0.5307032041969622,-0.3584463922985789
VGFR1_1320_1332_C1320K/C1321K,0.3161583387438517,-0.5343869070028456
INSR_1348_1360,0.3333178521084241,-0.523851978689244
CDK7_157_169,0.4224124394811493,0.354500217831592
MBP_259_271,0.230511217131344,0.5744801706770521
SHC1_309_321,0.5836625228831388,-0.0012249450362901398
PTN11_539_551,0.5514524316569518,-0.09757386674459459
PTN11_541_551,0.596033601989341,0.28760559880483366
AKT1_170_182,0.2858536696033973,-0.48910991195035286
MK01_200_209,0.5495038751050297,-0.7421300947664592
NPT2A_501_513,0.6971264984662582,-0.48043086485846986
STAT2_684_696,0.7788103082306992,-0.34660649988443254
NTRK2_509_521,-0.2843988677915069,0.7388497247849365
FABPH_13_25,0.49499251072009826,-0.37475741803636065
JAK1_214_226,0.5068800780117766,-0.35850805908529415
DYR1A_212_224,-0.12441675651551445,-0.6354512531599295
ODBA_340_352_D340K,-0.2385750606055734,-0.5359535994722007
MBP_263_275,0.5392594765867176,-0.30764299953369606
ODPAT_291_303,0.5489498821996923,-0.2899954810272354
ACHD_383_395,0.5580643347550379,-0.27204310412025584
PERI_458_470,0.5665931893560249,-0.25380453329284053
MUSK_548_560,0.5745269434881582,-0.23529922338602757
EPHA2_581_593,0.5818583127808807,-0.21654630764668234
EPHB4_583_595,0.5885800042406347,-0.19756385644915916
STAT6_634_646,0.5946813010099394,-0.1783703574568442
FGFR3_641_653,0.6001553845132899,-0.15899240098766096
RET_680_692,0.6049996421749654,-0.1394494482649888
STAT4_686_698,0.6092088932329665,-0.11975972691912465
STAT3_698_710,0.6127783476036417,-0.09994410906356933
EGFR_908_920,0.6157039760606268,-0.08002359192400234
EPHA4_921_933,0.6179831950940109,-0.060018316934183615
EPHB1_921_933,0.6196139549588123,-0.039949856132247843
TIE2_986_998,0.6205947064345219,-0.019837222498370947
